Flat profile:

Each sample counts as 0.001 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.54       1/1           SV_SpawnServer [49]
                0.00    0.00       2/2           Host_Connect_f [375]
                0.00    0.00       1/3           CL_Disconnect [364]
                0.00    0.00       1/3           Host_ShutdownServer [365]
                0.00    0.00       1/2           SCR_BeginLoadingPlaque [401]
                0.00    0.00       3/1580        Cmd_Argv [286]
                0.00    0.00       4/173         Cmd_Argc [437]
-----------------------------------------------
                0.00    0.54       1/1           Host_Map_f [48]
[49]     2.0    0.00    0.54       1         SV_SpawnServer [49]
                0.00    0.40       1/1           PR_LoadProgs [56]
                0.00    0.14     110/340         Mod_LoadModel(model_s*, qboolean) [53]
                0.00    0.00       2/1129        SV_Physics [36]
                0.00    0.00       1/1           SV_CreateBaseline [340]
                0.00    0.00       1/12          Cvar_SetValue [319]
                0.00    0.00       1/1           Host_ClearMemory [395]
                0.00    0.00       4/268         Con_DPrintf [302]
                0.00    0.00       1/12907       Hunk_AllocName [95]
                0.00    0.00       2/541         EDICT_NUM [323]
                0.00    0.00       2/2           SV_CreateAreaNode [460]
-----------------------------------------------
                0.01    0.00       1/59          main [3]
                0.02    0.00       3/59          COM_LoadPackFile [153]
                0.22    0.00      27/59          COM_FindFile [47]
                0.22    0.00      28/59          GL_MakeAliasModelDisplayLists [44]
[50]     1.7    0.47    0.00      59         Sys_FileOpenRead [50]
                0.00    0.00      58/6758        Q_strncpy [112]
-----------------------------------------------
                                                 <spontaneous>
[51]     1.7    0.00    0.46                 SV_WriteClientdataToMessage [51]
                0.02    0.39    1208/1208        SV_SetIdealPitch [55]
                0.02    0.00    8764/27226       MSG_WriteByte [140]
                0.01    0.00    1208/1213        MSG_WriteLong [225]
                0.01    0.00    1208/2940        GetEdictFieldValue [188]
                0.00    0.00    2416/6126        MSG_WriteShort [248]
                0.00    0.00    3203/3206        MSG_WriteChar [310]
                0.00    0.00       6/6498        MSG_WriteAngle [185]
-----------------------------------------------
                0.00    0.45    1129/1129        SV_Physics [36]
[52]     1.6    0.00    0.45    1129         SV_Physics_Client [52]
                0.00    0.25    1125/1125        SV_WalkMove [65]
                0.00    0.10    1127/1127        SV_CheckStuck [115]
                0.04    0.01    2436/5607        PR_ExecuteProgram [118]
                0.02    0.00    2252/4879        SV_TouchLinks [158]
                0.01    0.00    1125/1125        SV_PointContents [227]
                0.01    0.00    1125/2940        GetEdictFieldValue [188]
-----------------------------------------------
                0.00    0.08      60/340         PF_precache_model [127]
                0.00    0.14     110/340         SV_SpawnServer [49]
                0.00    0.22     170/340         CL_ParseServerInfo [32]
[53]     1.6    0.00    0.44     340         Mod_LoadModel(model_s*, qboolean) [53]
                0.00    0.22       1/1           Mod_LoadBrushModel(model_s*, void*) [71]
                0.00    0.21      62/352         COM_LoadFile [22]
                0.00    0.01       2/2           Mod_LoadSpriteModel(model_s*, void*) [280]
                0.01    0.00      56/58          Hunk_FreeToLowMark [276]
                0.00    0.00      28/12616       Cache_Check [38]
                0.00    0.00      31/105545      LongNoSwap [124]
                0.00    0.00      31/31          COM_FileBase [446]
-----------------------------------------------
                0.00    0.00       1/530         R_Init [275]
                0.00    0.01      11/530         GL_BuildLightmaps [42]
                0.05    0.37     518/530         R_BlendLightmaps() [8]
[54]     1.6    0.05    0.38     530         GL_LoadTextureLM [54]
                0.38    0.00     529/529         GL_Upload32_A(int, unsigned char const*, int, int) [57]
                0.00    0.00      24/294         round_up(unsigned int) [329]
                0.00    0.00       1/1           GL_Upload16_A(int, unsigned char const*, int, int) [1974]
-----------------------------------------------
                0.02    0.39    1208/1208        SV_WriteClientdataToMessage [51]
[55]     1.5    0.02    0.39    1208         SV_SetIdealPitch [55]
                0.01    0.39    4806/11316       SV_Move [30]
-----------------------------------------------
                0.00    0.40       1/1           SV_SpawnServer [49]
[56]     1.5    0.00    0.40       1         PR_LoadProgs [56]
                0.30    0.00  439684/466820      CRC_ProcessByte [60]
                0.07    0.00   99936/291118      ShortNoSwap [79]
                0.02    0.00   30248/105545      LongNoSwap [124]
                0.00    0.01       2/352         COM_LoadFile [22]
                0.00    0.00       1/268         Con_DPrintf [302]
                0.00    0.00       1/3           CRC_Init [453]
-----------------------------------------------
                0.38    0.00     529/529         GL_LoadTextureLM [54]
[57]     1.4    0.38    0.00     529         GL_Upload32_A(int, unsigned char const*, int, int) [57]
-----------------------------------------------
                0.01    0.36    4663/4663        R_DrawAliasModel(entity_s*) [14]
[58]     1.4    0.01    0.36    4663         R_LightPoint [58]
                0.36    0.00    4663/4663        RecursiveLightPoint(float*, mnode_s*, float*, float*) [59]
-----------------------------------------------
                               27389             RecursiveLightPoint(float*, mnode_s*, float*, float*) [59]
                0.36    0.00    4663/4663        R_LightPoint [58]
[59]     1.3    0.36    0.00    4663+27389   RecursiveLightPoint(float*, mnode_s*, float*, float*) [59]
                               27389             RecursiveLightPoint(float*, mnode_s*, float*, float*) [59]
-----------------------------------------------
                0.02    0.00   27136/466820      COM_LoadPackFile [153]
                0.30    0.00  439684/466820      PR_LoadProgs [56]
[60]     1.2    0.32    0.00  466820         CRC_ProcessByte [60]
-----------------------------------------------
                0.29    0.00      29/29          COM_FindFile [47]
[61]     1.1    0.29    0.00      29         Sys_FileTime [61]
-----------------------------------------------
                                                 <spontaneous>
[62]     1.0    0.00    0.28                 V_RenderView [62]
                0.01    0.21    1207/1207        V_CalcRefdef [73]
                0.04    0.03    1207/1207        R_PushDlights [132]
-----------------------------------------------
                0.28    0.00  267698/267698      main [3]
[63]     1.0    0.28    0.00  267698         quake::battery::check() [63]
-----------------------------------------------
                0.01    0.25    4663/4663        R_DrawAliasModel(entity_s*) [14]
[64]     1.0    0.01    0.25    4663         Mod_Extradata [64]
                0.25    0.00    4663/12616       Cache_Check [38]
-----------------------------------------------
                0.00    0.25    1125/1125        SV_Physics_Client [52]
[65]     0.9    0.00    0.25    1125         SV_WalkMove [65]
                0.00    0.20    1377/1377        SV_FlyMove [78]
                0.00    0.04     432/1039        SV_PushEntity [111]
                0.00    0.00     171/6041        AngleVectors [93]
                0.00    0.00     171/11572       VectorScale [131]
-----------------------------------------------
                               20061             SV_ClipToLinks [66]
                0.14    0.09   11316/11316       SV_Move [30]
[66]     0.9    0.14    0.09   11316+20061   SV_ClipToLinks [66]
                0.00    0.09    1606/12922       SV_ClipMoveToEntity [34]
                               20061             SV_ClipToLinks [66]
-----------------------------------------------
                                                 <spontaneous>
[67]     0.9    0.00    0.23                 Cmd_ExecuteString [67]
                0.01    0.17    1473/1473        Cmd_TokenizeString [89]
                0.04    0.00   32129/173964      Q_strcasecmp [77]
                0.00    0.01      54/54          Cvar_Command [223]
-----------------------------------------------
                                                 <spontaneous>
[68]     0.8    0.23    0.00                 Host_Frame [68]
-----------------------------------------------
                0.00    0.22    1210/1210        _Host_Frame [5]
[69]     0.8    0.00    0.22    1210         SV_RunClients [69]
                0.00    0.11    1210/1210        SV_ReadClientMessage [110]
                0.00    0.10    2248/2248        SV_AirMove [113]
-----------------------------------------------
                                                 <spontaneous>
[70]     0.8    0.00    0.22                 PF_tracematerial [70]
                0.00    0.16    1098/1099        MaterialsCheck [94]
                0.00    0.05    1098/1098        SV_TraceTexture [162]
-----------------------------------------------
                0.00    0.22       1/1           Mod_LoadModel(model_s*, qboolean) [53]
[71]     0.8    0.00    0.22       1         Mod_LoadBrushModel(model_s*, void*) [71]
                0.00    0.05       1/1           Mod_LoadFaces(lump_t*) [156]
                0.00    0.05       1/1           Mod_LoadTextures(lump_t*) [164]
                0.02    0.00   26962/105545      LongNoSwap [124]
                0.00    0.02       1/1           Mod_LoadEdges(lump_t*) [215]
                0.00    0.02       1/1           Mod_LoadTexinfo(lump_t*) [222]
                0.00    0.02       1/1           Mod_LoadVertexes(lump_t*) [224]
                0.00    0.01       1/1           Mod_LoadClipnodes(lump_t*) [234]
                0.00    0.01       1/1           Mod_LoadLeafs(lump_t*) [239]
                0.00    0.01       1/1           Mod_LoadLighting(lump_t*) [271]
                0.00    0.01       1/1           Mod_LoadPlanes(lump_t*) [274]
                0.00    0.00       1/1           Mod_LoadMarksurfaces(lump_t*) [294]
                0.00    0.00      55/1089        Length [182]
                0.00    0.00       2/3           Mod_SetParent(mnode_s*, mnode_s*) [363]
                0.00    0.00       1/1           Mod_LoadSubmodels(lump_t*) [370]
                0.00    0.00       4/12907       Hunk_AllocName [95]
-----------------------------------------------
                0.00    0.00       1/9702        Host_Spawn_f [372]
                0.00    0.00       1/9702        NET_Init [26]
                0.00    0.00       1/9702        NET_Connect [406]
                0.00    0.00       1/9702        NET_Shutdown [412]
                0.00    0.00       2/9702        Host_ShutdownServer [365]
                0.00    0.00       2/9702        NET_Close [339]
                0.00    0.00       2/9702        NET_SendToAll [398]
                0.00    0.00       9/9702        NET_SendMessage [373]
                0.00    0.00      10/9702        NET_CanSendMessage [388]
                0.03    0.00    1210/9702        NET_Poll [194]
                0.03    0.00    1211/9702        NET_CheckNewConnections [184]
                0.05    0.00    2412/9702        NET_SendUnreliableMessage [101]
                0.11    0.00    4840/9702        NET_GetMessage [105]
[72]     0.8    0.21    0.00    9702         Sys_FloatTime [72]
-----------------------------------------------
                0.01    0.21    1207/1207        V_RenderView [62]
[73]     0.8    0.01    0.21    1207         V_CalcRefdef [73]
                0.07    0.00    2414/6041        AngleVectors [93]
                0.00    0.06    1207/1207        CalcGunAngle [141]
                0.06    0.00    1207/1207        V_CalcBob [155]
                0.02    0.00    2414/3023        VectorMA [209]
                0.00    0.00    1207/1207        V_CalcShake [342]
-----------------------------------------------
                0.00    0.21    1210/1210        _Host_Frame [5]
[74]     0.8    0.00    0.21    1210         SV_SendClientMessages [74]
                0.00    0.20    1207/1207        SV_SendClientDatagram [76]
                0.00    0.00    2426/7276        SZ_Clear [284]
                0.00    0.00       6/9           NET_SendMessage [373]
                0.00    0.00       6/10          NET_CanSendMessage [388]
-----------------------------------------------
                0.01    0.19    1211/1211        _Host_Frame [5]
[75]     0.8    0.01    0.19    1211         IN_Commands [75]
                0.00    0.19      43/43          Key_Event [81]
-----------------------------------------------
                0.00    0.20    1207/1207        SV_SendClientMessages [74]
[76]     0.8    0.00    0.20    1207         SV_SendClientDatagram [76]
                0.00    0.11    1207/1207        SV_WriteEntitiesToClient [108]
                0.00    0.07    1207/2412        NET_SendUnreliableMessage [101]
                0.01    0.00    3621/27226       MSG_WriteByte [140]
                0.00    0.00    1207/2414        MSG_WriteFloat [268]
                0.00    0.00    1207/7334        SZ_Write [217]
-----------------------------------------------
                0.00    0.00       1/173964      NET_Connect [406]
                0.00    0.00    1279/173964      Key_Bind_f [235]
                0.04    0.00   32129/173964      Cmd_ExecuteString [67]
                0.16    0.00  140555/173964      MaterialsCheck [94]
[77]     0.8    0.20    0.00  173964         Q_strcasecmp [77]
-----------------------------------------------
                0.00    0.20    1377/1377        SV_WalkMove [65]
[78]     0.7    0.00    0.20    1377         SV_FlyMove [78]
                0.00    0.20    2454/11316       SV_Move [30]
                0.00    0.00     169/11572       VectorScale [131]
                0.00    0.00     169/169         CrossProduct [438]
-----------------------------------------------
                0.00    0.00    7122/291118      Mod_LoadMarksurfaces(lump_t*) [294]
                0.01    0.00   10652/291118      Mod_LoadClipnodes(lump_t*) [234]
                0.01    0.00   12544/291118      Mod_LoadLeafs(lump_t*) [239]
                0.02    0.00   22224/291118      Mod_LoadFaces(lump_t*) [156]
                0.02    0.00   27420/291118      Mod_LoadEdges(lump_t*) [215]
                0.02    0.00   29090/291118      Mod_LoadNodes(lump_t*) [205]
                0.06    0.00   82130/291118      ResampleSfx [142]
                0.07    0.00   99936/291118      PR_LoadProgs [56]
[79]     0.7    0.20    0.00  291118         ShortNoSwap [79]
-----------------------------------------------
                0.07    0.02    5396/11874       GL_BuildLightmaps [42]
                0.08    0.02    6478/11874       R_RenderBrushPoly [6]
[80]     0.7    0.15    0.04   11874         R_BuildLightMap(msurface_s*, unsigned char*, int) [80]
                0.04    0.00    3050/3050        R_AddDynamicLights(msurface_s*) [171]
-----------------------------------------------
                0.00    0.19      43/43          IN_Commands [75]
[81]     0.7    0.00    0.19      43         Key_Event [81]
                0.00    0.19       7/7           Sys_Quit [82]
                0.00    0.00      43/43          Con_isSetOSKActive [346]
                0.00    0.00      76/7334        SZ_Write [217]
                0.00    0.00       1/1           M_ToggleMenu_f [471]
-----------------------------------------------
                0.00    0.19       7/7           Key_Event [81]
[82]     0.7    0.00    0.19       7         Sys_Quit [82]
                0.19    0.00       2/2           VID_Shutdown [83]
-----------------------------------------------
                0.19    0.00       2/2           Sys_Quit [82]
[83]     0.7    0.19    0.00       2         VID_Shutdown [83]
-----------------------------------------------
                0.00    0.19    1210/1210        _Host_Frame [5]
[84]     0.7    0.00    0.19    1210         CL_SendCmd [84]
                0.00    0.10    1206/1206        CL_SendMove [114]
                0.00    0.06    1206/1206        CL_BaseMove [147]
                0.00    0.03    1206/1206        IN_Move [191]
                0.00    0.00       3/9           NET_SendMessage [373]
                0.00    0.00       3/10          NET_CanSendMessage [388]
                0.00    0.00       3/7276        SZ_Clear [284]
-----------------------------------------------
                0.00    0.18     556/556         R_DrawWorld [2]
[85]     0.7    0.00    0.18     556         R_DrawSkyChain [85]
                0.00    0.18     556/556         R_DrawScroll_SkyChain(msurface_s*) [87]
-----------------------------------------------
                0.00    0.00      35/2455        Con_Printf [253]
                0.18    0.00    2420/2455        _Host_Frame [5]
[86]     0.7    0.18    0.00    2455         GL_EndRendering [86]
-----------------------------------------------
                0.00    0.18     556/556         R_DrawSkyChain [85]
[87]     0.7    0.00    0.18     556         R_DrawScroll_SkyChain(msurface_s*) [87]
                0.18    0.00   14096/14096       EmitSkyPolys [88]
                0.00    0.00    1112/363883      GL_Bind [35]
-----------------------------------------------
                0.18    0.00   14096/14096       R_DrawScroll_SkyChain(msurface_s*) [87]
[88]     0.7    0.18    0.00   14096         EmitSkyPolys [88]
-----------------------------------------------
                0.01    0.17    1473/1473        Cmd_ExecuteString [67]
[89]     0.6    0.01    0.17    1473         Cmd_TokenizeString [89]
                0.10    0.02    1749/2114        Z_Malloc [96]
                0.03    0.00    1777/4980        COM_Parse [129]
                0.01    0.00    1749/2290        Q_strcpy [243]
                0.01    0.00    1748/1893        Z_Free [266]
                0.00    0.00    1749/4902        Q_strlen [250]
-----------------------------------------------
                0.17    0.00    1692/1692        S_PaintChannels [17]
[90]     0.6    0.17    0.00    1692         SX_RoomFX [90]
                0.00    0.00       9/12          Cvar_SetValue [319]
                0.00    0.00       1/1           SXRVB_DoReverb [405]
                0.00    0.00       1/1           SXDLY_DoDelay [411]
                0.00    0.00       2/2           SXRVB_CheckNewReverbVal [463]
                0.00    0.00       2/2           SXDLY_CheckNewDelayVal [461]
                0.00    0.00       2/2           SXDLY_CheckNewStereoDelayVal [462]
-----------------------------------------------
                0.00    0.17    2414/2414        R_RenderView [43]
[91]     0.6    0.00    0.17    2414         R_DrawParticles [91]
                0.12    0.00   31655/31655       D_DrawParticleBuffered [109]
                0.03    0.00    1207/1207        D_StartParticles [197]
                0.01    0.00    2414/11572       VectorScale [131]
                0.01    0.00    1207/1207        D_EndParticles [267]
                0.01    0.00    1365/1365        D_CreateBuffer [287]
                0.00    0.00    1207/1207        D_DeleteBuffer [431]
-----------------------------------------------
                0.00    0.00    2592/91422       M_Quit_Draw [283]
                0.03    0.02   24682/91422       SCR_UpdateScreen [31]
                0.07    0.05   64148/91422       Con_DrawConsole [107]
[92]     0.6    0.09    0.08   91422         Draw_Character [92]
                0.08    0.00   38533/363883      GL_Bind [35]
-----------------------------------------------
                0.00    0.00       1/6041        CL_RelinkEntities [173]
                0.00    0.00     171/6041        SV_WalkMove [65]
                0.03    0.00    1124/6041        SV_AirMove [113]
                0.03    0.00    1124/6041        V_CalcRoll [179]
                0.03    0.00    1207/6041        R_SetupFrame() [117]
                0.07    0.00    2414/6041        V_CalcRefdef [73]
[93]     0.6    0.17    0.00    6041         AngleVectors [93]
-----------------------------------------------
                0.00    0.00       1/1099        COM_Init [135]
                0.00    0.16    1098/1099        PF_tracematerial [70]
[94]     0.6    0.00    0.16    1099         MaterialsCheck [94]
                0.16    0.00  140555/173964      Q_strcasecmp [77]
-----------------------------------------------
                0.00    0.00       1/12907       R_InitTextures [418]
                0.00    0.00       1/12907       Mod_LoadPlanes(lump_t*) [274]
                0.00    0.00       1/12907       Mod_LoadMarksurfaces(lump_t*) [294]
                0.00    0.00       1/12907       Mod_LoadClipnodes(lump_t*) [234]
                0.00    0.00       1/12907       Mod_LoadLeafs(lump_t*) [239]
                0.00    0.00       1/12907       Mod_LoadEdges(lump_t*) [215]
                0.00    0.00       1/12907       Mod_LoadSubmodels(lump_t*) [370]
                0.00    0.00       1/12907       Mod_LoadVertexes(lump_t*) [224]
                0.00    0.00       1/12907       Mod_LoadTexinfo(lump_t*) [222]
                0.00    0.00       1/12907       Mod_LoadFaces(lump_t*) [156]
                0.00    0.00       1/12907       Mod_LoadLighting(lump_t*) [271]
                0.00    0.00       1/12907       Mod_LoadNodes(lump_t*) [205]
                0.00    0.00       1/12907       CL_ParseServerInfo [32]
                0.00    0.00       1/12907       Con_Init [337]
                0.00    0.00       1/12907       Host_FindMaxClients [419]
                0.00    0.00       1/12907       Host_Init [23]
                0.00    0.00       1/12907       R_InitParticles [417]
                0.00    0.00       1/12907       S_Init [270]
                0.00    0.00       1/12907       SV_SpawnServer [49]
                0.00    0.00       1/12907       Memory_Init [389]
                0.00    0.00       2/12907       Mod_LoadSpriteModel(model_s*, void*) [280]
                0.00    0.00       3/12907       SZ_Alloc [407]
                0.00    0.00       4/12907       Mod_LoadBrushModel(model_s*, void*) [71]
                0.00    0.00       5/12907       NET_Init [26]
                0.00    0.00       6/12907       COM_LoadPackFile [153]
                0.00    0.00       6/12907       COM_AddGameDirectory [152]
                0.00    0.00       7/12907       COM_LoadFile [22]
                0.00    0.00       8/12907       Mod_LoadSpriteFrame(void*, mspriteframe_s**, int, int) [281]
                0.00    0.00      28/12907       Mod_LoadAliasModel(model_s*, void*) [39]
                0.00    0.00      82/12907       Mod_LoadTextures(lump_t*) [164]
                0.00    0.00     112/12907       GL_MakeAliasModelDisplayLists [44]
                0.00    0.00     270/12907       Cmd_AddCommand [203]
                0.00    0.01     574/12907       SubdividePolygon(int, float*) [269]
                0.00    0.01     988/12907       ED_ParseEpair [200]
                0.02    0.11   10792/12907       GL_BuildLightmaps [42]
[95]     0.6    0.02    0.13   12907         Hunk_AllocName [95]
                0.10    0.00    6534/6758        Q_strncpy [112]
                0.00    0.03     209/209         Cache_Move [193]
-----------------------------------------------
                0.00    0.00       2/2114        Cmd_StuffCmds_f [387]
                0.00    0.00       3/2114        Cbuf_InsertText [378]
                0.00    0.00       4/2114        Cmd_Alias_f [384]
                0.00    0.00      85/2114        Cvar_Set [228]
                0.01    0.00     110/2114        Key_Bind_f [235]
                0.01    0.00     161/2114        Cvar_RegisterVariable [174]
                0.10    0.02    1749/2114        Cmd_TokenizeString [89]
[96]     0.6    0.12    0.03    2114         Z_Malloc [96]
                0.03    0.00    2114/6282        Q_memset [121]
-----------------------------------------------
                0.00    0.00       1/4313        Con_CheckResize [265]
                0.00    0.00       3/4313        Cbuf_InsertText [378]
                0.00    0.00       3/4313        Loop_GetMessage [220]
                0.00    0.00       9/4313        Loop_SendMessage [383]
                0.01    0.00     418/4313        Cache_Move [193]
                0.05    0.00    1467/4313        Cbuf_Execute [149]
                0.08    0.00    2412/4313        Loop_SendUnreliableMessage [122]
[97]     0.5    0.15    0.00    4313         Q_memcpy [97]
-----------------------------------------------
                0.00    0.03     332/1790        M_Main_Draw [180]
                0.01    0.11    1458/1790        M_DrawTextBox [104]
[98]     0.5    0.01    0.14    1790         Draw_CachePic [98]
                0.00    0.13      38/352         COM_LoadFile [22]
                0.00    0.01      19/251         GL_LoadTexture [99]
                0.00    0.00      19/20          SwapPic [408]
                0.00    0.00      19/21          COM_FileExtension [447]
-----------------------------------------------
                0.00    0.00       2/251         R_InitSky [338]
                0.00    0.00       4/251         Draw_Init [247]
                0.00    0.00       8/251         Mod_LoadSpriteFrame(void*, mspriteframe_s**, int, int) [281]
                0.00    0.01      19/251         Draw_CachePic [98]
                0.00    0.02      28/251         Mod_LoadAllSkins(int, daliasskintype_t*) [148]
                0.00    0.04      80/251         Mod_LoadTextures(lump_t*) [164]
                0.00    0.06     110/251         Draw_PicFromWad [139]
[99]     0.5    0.01    0.13     251         GL_LoadTexture [99]
                0.13    0.00     502/502         GL_Upload8 [103]
                0.00    0.00     251/268         Con_DPrintf [302]
                0.00    0.00     270/294         round_up(unsigned int) [329]
                0.00    0.00     251/251         GL_GetTexfName(int) [361]
                0.00    0.00     232/232         round_down(unsigned int) [362]
-----------------------------------------------
                0.14    0.00       1/1           main [3]
[100]    0.5    0.14    0.00       1         COM_InitArgv [100]
-----------------------------------------------
                0.00    0.00       1/2412        CL_Disconnect [364]
                0.00    0.07    1204/2412        CL_SendMove [114]
                0.00    0.07    1207/2412        SV_SendClientDatagram [76]
[101]    0.5    0.00    0.14    2412         NET_SendUnreliableMessage [101]
                0.00    0.08    2412/2412        Loop_SendUnreliableMessage [122]
                0.05    0.00    2412/9702        Sys_FloatTime [72]
-----------------------------------------------
                0.13    0.00   10166/10166       SV_Physics [36]
[102]    0.5    0.13    0.00   10166         SV_Physics_Pusher [102]
                0.00    0.00       5/5           SV_PushMove [452]
-----------------------------------------------
                0.13    0.00     502/502         GL_LoadTexture [99]
[103]    0.5    0.13    0.00     502         GL_Upload8 [103]
-----------------------------------------------
                                                 <spontaneous>
[104]    0.5    0.00    0.13                 M_DrawTextBox [104]
                0.01    0.11    1458/1790        Draw_CachePic [98]
                0.00    0.00    4482/24970       Draw_AlphaPic(int, int, qpic_t*, float) [165]
-----------------------------------------------
                0.00    0.06    2417/4840        SV_ReadClientMessage [110]
                0.00    0.06    2423/4840        CL_GetMessage [133]
[105]    0.5    0.00    0.12    4840         NET_GetMessage [105]
                0.11    0.00    4840/9702        Sys_FloatTime [72]
                0.01    0.01    4840/4840        Loop_GetMessage [220]
-----------------------------------------------
                0.03    0.00    1206/4830        CL_AdjustAngles [172]
                0.03    0.00    1210/4830        CL_RelinkEntities [173]
                0.06    0.00    2414/4830        CalcGunAngle [141]
[106]    0.5    0.13    0.00    4830         anglemod [106]
-----------------------------------------------
                0.00    0.12      54/54          SCR_UpdateScreen [31]
[107]    0.4    0.00    0.12      54         Con_DrawConsole [107]
                0.07    0.05   64148/91422       Draw_Character [92]
                0.00    0.00     106/24970       Draw_AlphaPic(int, int, qpic_t*, float) [165]
-----------------------------------------------
                0.00    0.11    1207/1207        SV_SendClientDatagram [76]
[108]    0.4    0.00    0.11    1207         SV_WriteEntitiesToClient [108]
                0.02    0.04    1207/1207        SV_AddToFatPVS [154]
                0.02    0.00   10182/27226       MSG_WriteByte [140]
                0.02    0.00    1207/6282        Q_memset [121]
                0.01    0.00    2691/6498        MSG_WriteAngle [185]
                0.00    0.00    3798/18606       MSG_WriteCoord [216]
-----------------------------------------------
                0.12    0.00   31655/31655       R_DrawParticles [91]
[109]    0.4    0.12    0.00   31655         D_DrawParticleBuffered [109]
-----------------------------------------------
                0.00    0.11    1210/1210        SV_RunClients [69]
[110]    0.4    0.00    0.11    1210         SV_ReadClientMessage [110]
                0.00    0.06    2417/4840        NET_GetMessage [105]
                0.00    0.04    1204/1204        SV_ReadClientMove [175]
                0.00    0.00    2416/5619        MSG_ReadChar [249]
                0.00    0.00    1207/2420        MSG_BeginReading [285]
                0.00    0.00      57/57          Q_strncasecmp [444]
                0.00    0.00      12/12          Host_Begin_f [450]
                0.00    0.00       5/273         MSG_ReadString [433]
-----------------------------------------------
                0.00    0.04     432/1039        SV_WalkMove [65]
                0.00    0.06     607/1039        SV_Physics_Toss [123]
[111]    0.4    0.00    0.11    1039         SV_PushEntity [111]
                0.00    0.08    1039/11316       SV_Move [30]
                0.02    0.00    2078/4879        SV_TouchLinks [158]
                0.00    0.00       9/5607        PR_ExecuteProgram [118]
-----------------------------------------------
                0.00    0.00      58/6758        Sys_FileOpenRead [50]
                0.00    0.00     166/6758        Hunk_HighAllocName [201]
                0.10    0.00    6534/6758        Hunk_AllocName [95]
[112]    0.4    0.11    0.00    6758         Q_strncpy [112]
-----------------------------------------------
                0.00    0.10    2248/2248        SV_RunClients [69]
[113]    0.4    0.00    0.10    2248         SV_AirMove [113]
                0.00    0.06     999/999         SV_UserFriction [146]
                0.03    0.00    1124/6041        AngleVectors [93]
                0.01    0.00    1249/125823      VectorNormalize [25]
                0.00    0.00     632/11572       VectorScale [131]
-----------------------------------------------
                0.00    0.10    1206/1206        CL_SendCmd [84]
[114]    0.4    0.00    0.10    1206         CL_SendMove [114]
                0.00    0.07    1204/2412        NET_SendUnreliableMessage [101]
                0.02    0.00    3618/6498        MSG_WriteAngle [185]
                0.01    0.00    3618/27226       MSG_WriteByte [140]
                0.01    0.00    3618/6126        MSG_WriteShort [248]
                0.00    0.00    1206/2414        MSG_WriteFloat [268]
-----------------------------------------------
                0.00    0.10    1127/1127        SV_Physics_Client [52]
[115]    0.4    0.00    0.10    1127         SV_CheckStuck [115]
                0.00    0.10    1190/1190        SV_TestEntityPosition [116]
                0.00    0.00       1/268         Con_DPrintf [302]
-----------------------------------------------
                0.00    0.10    1190/1190        SV_CheckStuck [115]
[116]    0.4    0.00    0.10    1190         SV_TestEntityPosition [116]
                0.00    0.10    1190/11316       SV_Move [30]
-----------------------------------------------
                0.00    0.10    1207/1207        R_RenderScene() [1]
[117]    0.4    0.00    0.10    1207         R_SetupFrame() [117]
                0.03    0.00    1207/6041        AngleVectors [93]
                0.03    0.00    1207/2417        Mod_PointInLeaf [137]
                0.03    0.00    1207/1207        R_AnimateLight [189]
                0.00    0.00    1207/1207        V_SetContentsColor [343]
-----------------------------------------------
                0.00    0.00       1/5607        SV_DropClient [367]
                0.00    0.00       1/5607        SV_ConnectClient [397]
                0.00    0.00       2/5607        Host_Spawn_f [372]
                0.00    0.00       9/5607        SV_PushEntity [111]
                0.01    0.00     345/5607        ED_LoadFromFile [125]
                0.01    0.00     485/5607        SV_TouchLinks [158]
                0.03    0.01    2328/5607        SV_Physics [36]
                0.04    0.01    2436/5607        SV_Physics_Client [52]
[118]    0.4    0.08    0.01    5607         PR_ExecuteProgram [118]
                0.01    0.00   14141/18606       MSG_WriteCoord [216]
-----------------------------------------------
                                                 <spontaneous>
[119]    0.3    0.00    0.09                 PF_traceline [119]
                0.00    0.09    1141/11316       SV_Move [30]
-----------------------------------------------
                                                 <spontaneous>
[120]    0.3    0.00    0.09                 SV_LinkEdict [120]
                0.05    0.03    2370/2370        SV_FindTouchedLeafs [128]
                0.01    0.00    2412/2425        RemoveLink [236]
                0.00    0.00    2475/2475        InsertLinkBefore [300]
-----------------------------------------------
                0.00    0.00       1/6282        Con_Init [337]
                0.00    0.00       2/6282        Con_CheckResize [265]
                0.00    0.00       2/6282        S_Init [270]
                0.00    0.00       2/6282        SXDLY_DoDelay [411]
                0.00    0.00       2/6282        SX_Init [316]
                0.00    0.00       3/6282        SXRVB_DoReverb [405]
                0.00    0.00       3/6282        MaterialsInit [404]
                0.00    0.00       4/6282        SCR_BeginLoadingPlaque [401]
                0.00    0.00       5/6282        S_StopAllSounds [399]
                0.00    0.00       6/6282        CL_Disconnect [364]
                0.00    0.00       8/6282        Mod_LoadSpriteFrame(void*, mspriteframe_s**, int, int) [281]
                0.00    0.00      26/6282        Con_Print [377]
                0.02    0.00    1206/6282        CL_BaseMove [147]
                0.02    0.00    1207/6282        SV_WriteEntitiesToClient [108]
                0.02    0.00    1691/6282        S_PaintChannels [17]
                0.03    0.00    2114/6282        Z_Malloc [96]
