Flat profile:

Each sample counts as 0.001 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00      64/870         Q_strcpy [218]
                0.00    0.00      64/1019        Q_strlen [217]
                0.00    0.00       1/1           Host_EndGame [282]
                0.00    0.00       6/4991        MSG_ReadAngle [112]
                0.00    0.00       4/968         MSG_ReadLong [178]
                0.00    0.00       5/1573        Sbar_Changed [224]
                0.00    0.00       3/4           CL_SignonReply [287]
                0.00    0.00      28/36          SZ_Write [298]
                0.00    0.00       3/3           SCR_CenterPrint [302]
                0.00    0.00       2/2           CL_NewTranslation [304]
                0.00    0.00       1/1           CDAudio_Play [308]
-----------------------------------------------
                0.01    0.00    3992/738609      SCR_UpdateScreen [12]
                0.02    0.00    5499/738609      Sbar_DrawInventory [109]
                0.29    0.00  101500/738609      Con_DrawNotify [59]
                1.81    0.00  627618/738609      Con_DrawConsole [22]
[18]     6.6    2.13    0.00  738609         Draw_Character [18]
-----------------------------------------------
                0.00    0.00      11/129158      V_ParseDamage [265]
                0.00    0.00      72/129158      S_StaticSound [212]
                0.00    0.00     124/129158      R_RocketTrail [251]
                0.01    0.00     447/129158      S_StartSound [142]
                0.03    0.00    1792/129158      R_TeleportSplash [118]
                0.07    0.00    4334/129158      R_DrawAliasModel(entity_s*) [16]
                0.73    0.00   47290/129158      GL_BuildLightmaps [33]
                1.16    0.00   75088/129158      S_Update [31]
[19]     6.1    1.99    0.00  129158         VectorNormalize [19]
-----------------------------------------------
                0.43    0.00   64271/283551      EmitWaterPolys [30]
                1.48    0.00  219280/283551      R_RenderBrushPoly [6]
[20]     5.9    1.91    0.00  283551         quake::clipping::is_clipping_required(glvert_s const*, unsigned int) [20]
-----------------------------------------------
                0.00    1.86       1/1           CL_ParseServerMessage [17]
[21]     5.7    0.00    1.86       1         CL_ParseServerInfo [21]
                0.00    1.20       1/1           R_NewMap [32]
                0.00    0.62     278/278         Mod_LoadModel(model_s*, qboolean) [38]
                0.00    0.02     105/112         S_PrecacheSound [172]
                0.01    0.00     210/11862       Cache_Check [48]
                0.00    0.00     139/139         Mod_TouchModel [226]
                0.00    0.00       1/1           Hunk_Check [237]
                0.00    0.00     247/373         MSG_ReadString [247]
                0.00    0.00     244/244         CL_KeepaliveMessage [257]
                0.00    0.00       1/1           CL_ClearState [272]
                0.00    0.00       2/63          Con_Printf [250]
                0.00    0.00       1/14327       Hunk_AllocName [54]
                0.00    0.00       1/968         MSG_ReadLong [178]
                0.00    0.00       2/57411       MSG_ReadByte [66]
                0.00    0.00       1/9           Con_DPrintf [300]
                0.00    0.00       1/1           S_BeginPrecaching [313]
                0.00    0.00       1/1           S_EndPrecaching [314]
-----------------------------------------------
                0.00    1.82     362/362         SCR_UpdateScreen [12]
[22]     5.6    0.00    1.82     362         Con_DrawConsole [22]
                1.81    0.00  627618/738609      Draw_Character [18]
                0.01    0.00     724/25728       Draw_AlphaPic(int, int, qpic_t*, float) [65]
-----------------------------------------------
                1.59    0.00    4334/4334        R_DrawAliasModel(entity_s*) [16]
[23]     4.9    1.59    0.00    4334         GL_DrawAliasFrame(aliashdr_t*, int) [23]
-----------------------------------------------
                                                 <spontaneous>
[24]     4.8    0.00    1.55                 Host_Init [24]
                0.00    1.39       1/1           NET_Init [26]
                0.00    0.13       1/1           Sbar_Init [81]
                0.00    0.01       1/1           Draw_Init [210]
                0.00    0.01       1/1           SCR_Init [213]
                0.00    0.00       1/1           Host_InitLocal [223]
                0.00    0.00       4/328         COM_LoadFile [63]
                0.00    0.00       1/1           W_LoadWadFile [238]
                0.00    0.00       1/1           SV_Init [241]
                0.00    0.00       8/136         Cmd_AddCommand [146]
                0.00    0.00       6/134         Cvar_RegisterVariable [140]
                0.00    0.00       1/1           Con_Init [253]
                0.00    0.00       1/1           IN_Init [260]
                0.00    0.00       1/1           Cbuf_InsertText [266]
                0.00    0.00       2/2           COM_CheckRegistered [267]
                0.00    0.00       1/1           Memory_Init [275]
                0.00    0.00       1/1           Mod_Init [276]
                0.00    0.00       2/63          Con_Printf [250]
                0.00    0.00       2/4           SZ_Alloc [281]
                0.00    0.00       2/2756        Q_memset [119]
                0.00    0.00       1/14327       Hunk_AllocName [54]
                0.00    0.00       2/2           R_InitParticles [284]
                0.00    0.00       1/1           R_InitTextures [285]
                0.00    0.00       2/233         Sys_Printf [292]
                0.00    0.00       1/17          COM_CheckParm [299]
                0.00    0.00       1/1           Host_InitVCR [311]
                0.00    0.00       1/1           CDAudio_Init [307]
                0.00    0.00       1/82          Hunk_LowMark [295]
-----------------------------------------------
                0.00    0.00       2/5278        COM_LoadPackFile [124]
                0.00    0.00       5/5278        CL_PlayDemo_f [221]
                0.04    0.00     152/5278        GL_MakeAliasModelDisplayLists [55]
                0.04    0.00     164/5278        COM_LoadFile [63]
                1.33    0.00    4955/5278        CL_GetMessage [29]
[25]     4.4    1.42    0.00    5278         Sys_FileRead [25]
-----------------------------------------------
                0.00    1.39       1/1           Host_Init [24]
[26]     4.3    0.00    1.39       1         NET_Init [26]
                0.00    1.39       2/2           Datagram_Init [27]
                0.00    0.00      10/134         Cvar_RegisterVariable [140]
                0.00    0.00       4/136         Cmd_AddCommand [146]
                0.00    0.00       5/14327       Hunk_AllocName [54]
                0.00    0.00       1/1283        Sys_FloatTime [137]
                0.00    0.00       1/4           SZ_Alloc [281]
                0.00    0.00       6/17          COM_CheckParm [299]
-----------------------------------------------
                0.00    1.39       2/2           NET_Init [26]
[27]     4.3    0.00    1.39       2         Datagram_Init [27]
                1.39    0.00       1/1           quake::network::infrastructure::init() [28]
                0.00    0.00       3/136         Cmd_AddCommand [146]
                0.00    0.00       1/17          COM_CheckParm [299]
-----------------------------------------------
                1.39    0.00       1/1           Datagram_Init [27]
[28]     4.3    1.39    0.00       1         quake::network::infrastructure::init() [28]
                0.00    0.00       1/134         Cvar_RegisterVariable [140]
-----------------------------------------------
                0.01    1.34    1977/1977        CL_ReadFromServer [7]
[29]     4.2    0.01    1.34    1977         CL_GetMessage [29]
                1.33    0.00    4955/5278        Sys_FileRead [25]
                0.00    0.00    2973/43294       FloatNoSwap [108]
                0.00    0.00     991/89384       LongNoSwap [77]
-----------------------------------------------
                0.16    1.10   18324/18324       R_RenderBrushPoly [6]
[30]     3.9    0.16    1.10   18324         EmitWaterPolys [30]
                0.67    0.00   40748/196737      quake::clipping::clip(glvert_s const*, unsigned int, glvert_s const**, unsigned int*) [10]
                0.43    0.00   64271/283551      quake::clipping::is_clipping_required(glvert_s const*, unsigned int) [20]
-----------------------------------------------
                0.01    1.22    1281/1281        _Host_Frame [5]
[31]     3.8    0.01    1.22    1281         S_Update [31]
                1.16    0.00   75088/129158      VectorNormalize [19]
                0.06    0.00    1281/2267        Mod_PointInLeaf [88]
                0.00    0.00    2562/5520        SNDDMA_Submit [233]
-----------------------------------------------
                0.00    1.20       1/1           CL_ParseServerInfo [21]
[32]     3.7    0.00    1.20       1         R_NewMap [32]
                0.00    1.20       1/1           GL_BuildLightmaps [33]
                0.00    0.00       1/1           R_ClearParticles [261]
                0.00    0.00     108/13336       Q_strncmp [153]
-----------------------------------------------
                0.00    1.20       1/1           R_NewMap [32]
[33]     3.7    0.00    1.20       1         GL_BuildLightmaps [33]
                0.73    0.00   47290/129158      VectorNormalize [19]
                0.05    0.29   11718/14327       Hunk_AllocName [54]
                0.14    0.00    5859/24463       R_BuildLightMap(msurface_s*, unsigned char*, int) [43]
                0.00    0.00      16/250319      GL_Bind [36]
-----------------------------------------------
                0.00    0.17     986/5320        R_DrawViewModel() [45]
                0.01    0.76    4334/5320        R_DrawAliasModel(entity_s*) [16]
[34]     2.9    0.02    0.93    5320         R_LightPoint [34]
                0.93    0.00    5320/5320        RecursiveLightPoint(mnode_s*, float*, float*) [35]
-----------------------------------------------
                              253326             RecursiveLightPoint(mnode_s*, float*, float*) [35]
                0.93    0.00    5320/5320        R_LightPoint [34]
[35]     2.9    0.93    0.00    5320+253326  RecursiveLightPoint(mnode_s*, float*, float*) [35]
                              253326             RecursiveLightPoint(mnode_s*, float*, float*) [35]
-----------------------------------------------
                0.00    0.00      16/250319      GL_BuildLightmaps [33]
                0.00    0.00     158/250319      R_DrawSkyChain [116]
                0.01    0.00    4334/250319      R_DrawAliasModel(entity_s*) [16]
                0.02    0.00    8207/250319      R_BlendLightmaps() [135]
                0.65    0.00  237604/250319      R_RenderBrushPoly [6]
[36]     2.1    0.69    0.00  250319         GL_Bind [36]
-----------------------------------------------
                0.68    0.00  104371/104371      main [3]
[37]     2.1    0.68    0.00  104371         quake::battery::check() [37]
-----------------------------------------------
                0.00    0.62     278/278         CL_ParseServerInfo [21]
[38]     1.9    0.00    0.62     278         Mod_LoadModel(model_s*, qboolean) [38]
                0.00    0.51       8/8           Mod_LoadBrushModel(model_s*, void*) [46]
                0.00    0.07      96/328         COM_LoadFile [63]
                0.03    0.00      76/78          Hunk_FreeToLowMark [154]
                0.00    0.01       2/2           Mod_LoadSpriteModel(model_s*, void*) [194]
                0.00    0.00      48/48          COM_FileBase [259]
                0.00    0.00      48/89384       LongNoSwap [77]
-----------------------------------------------
                0.02    0.58    6999/6999        R_DrawEntitiesOnList() [13]
[39]     1.9    0.02    0.58    6999         R_DrawBrushModel [39]
                0.02    0.25    9246/237604      R_RenderBrushPoly [6]
                0.01    0.07    6999/287073      R_CullBox [9]
                0.08    0.00     290/489         R_MarkLights [79]
                0.00    0.06    2647/2647        quake::clipping::begin_brush_model() [103]
                0.03    0.00    2647/2647        R_RotateForEntity [136]
                0.03    0.00    2647/2647        quake::clipping::end_brush_model() [144]
                0.01    0.02    2647/3633        R_BlendLightmaps() [135]
-----------------------------------------------
                                                 <spontaneous>
[40]     1.8    0.01    0.59                 S_Update_ [40]
                0.01    0.56    2267/2267        S_PaintChannels [44]
                0.02    0.00    2267/2267        SNDDMA_GetDMAPos [162]
-----------------------------------------------
                                                 <spontaneous>
[41]     1.8    0.03    0.56                 R_RenderView [41]
                0.01    0.55     986/986         R_DrawViewModel() [45]
                0.00    0.00    2958/2958        D_EndParticles [234]
                0.00    0.00     986/986         R_DrawWaterSurfaces [245]
                0.00    0.00     986/986         R_Mirror() [264]
-----------------------------------------------
                                                 <spontaneous>
[42]     1.8    0.00    0.58                 Mod_LoadAliasModel(model_s*, void*) [42]
                0.00    0.41      38/38          GL_MakeAliasModelDisplayLists [55]
                0.00    0.12      38/38          Mod_LoadAllSkins(int, daliasskintype_t*) [83]
                0.04    0.00   24212/89384       LongNoSwap [77]
                0.00    0.01      38/146         Cache_Alloc [156]
                0.00    0.00      38/14327       Hunk_AllocName [54]
                0.00    0.00     422/43294       FloatNoSwap [108]
                0.00    0.00      76/82          Hunk_LowMark [295]
-----------------------------------------------
                0.14    0.00    5859/24463       GL_BuildLightmaps [33]
                0.43    0.00   18604/24463       R_RenderBrushPoly [6]
[43]     1.8    0.57    0.00   24463         R_BuildLightMap(msurface_s*, unsigned char*, int) [43]
-----------------------------------------------
                0.01    0.56    2267/2267        S_Update_ [40]
[44]     1.7    0.01    0.56    2267         S_PaintChannels [44]
                0.01    0.46    6725/7210        S_LoadSound [47]
                0.07    0.00    1009/1009        S_TransferPaintBuffer [100]
                0.02    0.00    1009/2756        Q_memset [119]
-----------------------------------------------
                0.01    0.55     986/986         R_RenderView [41]
[45]     1.7    0.01    0.55     986         R_DrawViewModel() [45]
                0.00    0.36     986/7521        R_DrawAliasModel(entity_s*) [16]
                0.00    0.17     986/5320        R_LightPoint [34]
                0.01    0.00     199/1873        Length [95]
-----------------------------------------------
                0.00    0.51       8/8           Mod_LoadModel(model_s*, qboolean) [38]
[46]     1.6    0.00    0.51       8         Mod_LoadBrushModel(model_s*, void*) [46]
                0.00    0.17       8/8           Mod_LoadFaces(lump_t*) [72]
                0.00    0.09       8/8           Mod_LoadTextures(lump_t*) [93]
                0.05    0.00   29770/89384       LongNoSwap [77]
                0.00    0.04       8/8           Mod_LoadEdges(lump_t*) [131]
                0.00    0.04       8/8           Mod_LoadVertexes(lump_t*) [134]
                0.00    0.03       8/8           Mod_LoadClipnodes(lump_t*) [147]
                0.00    0.03       8/8           Mod_LoadLeafs(lump_t*) [157]
                0.00    0.02       8/8           Mod_LoadPlanes(lump_t*) [163]
                0.00    0.02       8/8           Mod_LoadTexinfo(lump_t*) [164]
                0.00    0.01       8/8           Mod_LoadMarksurfaces(lump_t*) [193]
                0.00    0.00      99/1873        Length [95]
                0.00    0.00      16/24          Mod_SetParent(mnode_s*, mnode_s*) [227]
                0.00    0.00       8/8           Mod_LoadSubmodels(lump_t*) [239]
                0.00    0.00      33/14327       Hunk_AllocName [54]
-----------------------------------------------
                0.00    0.00       2/7210        S_Init [175]
                0.00    0.00      72/7210        S_StaticSound [212]
                0.00    0.01     112/7210        S_PrecacheSound [172]
                0.00    0.02     299/7210        S_StartSound [142]
                0.01    0.46    6725/7210        S_PaintChannels [44]
[47]     1.5    0.01    0.49    7210         S_LoadSound [47]
                0.29    0.00    7210/11862       Cache_Check [48]
                0.00    0.17     216/328         COM_LoadFile [63]
                0.00    0.02     108/146         Cache_Alloc [156]
                0.00    0.01     108/108         ResampleSfx [185]
                0.00    0.00     108/108         GetWavinfo [252]
                0.00    0.00     108/870         Q_strcpy [218]
                0.00    0.00     108/108         Q_strcat [294]
-----------------------------------------------
                0.00    0.00     108/11862       ResampleSfx [185]
                0.01    0.00     210/11862       CL_ParseServerInfo [21]
                0.17    0.00    4334/11862       Mod_Extradata [71]
                0.29    0.00    7210/11862       S_LoadSound [47]
[48]     1.5    0.48    0.00   11862         Cache_Check [48]
-----------------------------------------------
                                                 <spontaneous>
[49]     1.4    0.00    0.46                 R_DrawParticles [49]
                0.43    0.00   38921/38921       D_DrawParticle [51]
                0.03    0.00     986/986         D_StartParticles [158]
-----------------------------------------------
                0.03    0.41   15032/15032       CL_ParseServerMessage [17]
[50]     1.3    0.03    0.41   15032         CL_ParseUpdate [50]
                0.24    0.00   22928/26156       MSG_ReadCoord [61]
                0.10    0.00   27759/57411       MSG_ReadByte [66]
                0.05    0.00    4454/4991        MSG_ReadAngle [112]
                0.01    0.00    1939/4546        MSG_ReadShort [159]
                0.00    0.00       1/4           CL_SignonReply [287]
-----------------------------------------------
                0.43    0.00   38921/38921       R_DrawParticles [49]
[51]     1.3    0.43    0.00   38921         D_DrawParticle [51]
-----------------------------------------------
                0.01    0.42    2279/2279        SCR_UpdateScreen [12]
[52]     1.3    0.01    0.42    2279         V_RenderView [52]
                0.01    0.32     986/986         V_CalcRefdef [58]
                0.04    0.05     986/986         R_PushDlights [92]
-----------------------------------------------
                0.42    0.00       1/1           main [3]
[53]     1.3    0.42    0.00       1         COM_InitArgv [53]
-----------------------------------------------
                0.00    0.00       1/14327       R_InitTextures [285]
                0.00    0.00       1/14327       CL_ParseServerInfo [21]
                0.00    0.00       1/14327       Con_Init [253]
                0.00    0.00       1/14327       Host_FindMaxClients [286]
                0.00    0.00       1/14327       Host_Init [24]
                0.00    0.00       1/14327       R_InitParticles [284]
                0.00    0.00       1/14327       S_Init [175]
                0.00    0.00       1/14327       Memory_Init [275]
                0.00    0.00       2/14327       Mod_LoadSpriteModel(model_s*, void*) [194]
                0.00    0.00       3/14327       SZ_Alloc [281]
                0.00    0.00       3/14327       COM_LoadPackFile [124]
                0.00    0.00       4/14327       COM_AddGameDirectory [122]
                0.00    0.00       5/14327       NET_Init [26]
                0.00    0.00       7/14327       COM_LoadFile [63]
                0.00    0.00       8/14327       Mod_LoadVertexes(lump_t*) [134]
                0.00    0.00       8/14327       Mod_LoadSubmodels(lump_t*) [239]
                0.00    0.00       8/14327       Mod_LoadEdges(lump_t*) [131]
                0.00    0.00       8/14327       Mod_LoadTexinfo(lump_t*) [164]
                0.00    0.00       8/14327       Mod_LoadFaces(lump_t*) [72]
                0.00    0.00       8/14327       Mod_LoadLeafs(lump_t*) [157]
                0.00    0.00       8/14327       Mod_LoadClipnodes(lump_t*) [147]
                0.00    0.00       8/14327       Mod_LoadMarksurfaces(lump_t*) [193]
                0.00    0.00       8/14327       Mod_LoadPlanes(lump_t*) [163]
                0.00    0.00       8/14327       Mod_LoadSpriteFrame(void*, mspriteframe_s**, int) [195]
                0.00    0.00       8/14327       Mod_LoadNodes(lump_t*) [125]
                0.00    0.00      33/14327       Mod_LoadBrushModel(model_s*, void*) [46]
                0.00    0.00      38/14327       Mod_LoadAliasModel(model_s*, void*) [42]
                0.00    0.00      40/14327       Mod_LoadAllSkins(int, daliasskintype_t*) [83]
                0.00    0.00      84/14327       Mod_LoadTextures(lump_t*) [93]
                0.00    0.00     152/14327       GL_MakeAliasModelDisplayLists [55]
                0.00    0.01     260/14327       Cmd_AddCommand [146]
                0.01    0.05    1882/14327       SubdividePolygon(int, float*) [105]
                0.05    0.29   11718/14327       GL_BuildLightmaps [33]
[54]     1.3    0.06    0.35   14327         Hunk_AllocName [54]
                0.20    0.00    7318/7517        Q_strncpy [67]
                0.00    0.15     296/296         Cache_Move [75]
-----------------------------------------------
                0.00    0.41      38/38          Mod_LoadAliasModel(model_s*, void*) [42]
[55]     1.3    0.00    0.41      38         GL_MakeAliasModelDisplayLists [55]
                0.35    0.00      38/44          Sys_FileOpenRead [56]
                0.04    0.00     152/5278        Sys_FileRead [25]
                0.01    0.00      38/42          Sys_FileClose [183]
                0.00    0.00     152/14327       Hunk_AllocName [54]
                0.00    0.00      38/38          COM_StripExtension [297]
-----------------------------------------------
                0.02    0.00       2/44          COM_LoadPackFile [124]
                0.04    0.00       4/44          COM_FindFile [85]
                0.35    0.00      38/44          GL_MakeAliasModelDisplayLists [55]
[56]     1.2    0.40    0.00      44         Sys_FileOpenRead [56]
                0.00    0.00      43/7517        Q_strncpy [67]
-----------------------------------------------
                0.09    0.00     986/3944        CL_AdjustAngles [90]
                0.09    0.00     986/3944        CL_RelinkEntities [74]
                0.18    0.00    1972/3944        CalcGunAngle [69]
[57]     1.1    0.36    0.00    3944         anglemod [57]
-----------------------------------------------
                0.01    0.32     986/986         V_RenderView [52]
[58]     1.0    0.01    0.32     986         V_CalcRefdef [58]
                0.00    0.18     986/986         CalcGunAngle [69]
                0.07    0.00     986/986         V_CalcBob [98]
                0.06    0.00    1972/3105        AngleVectors [89]
-----------------------------------------------
                0.01    0.29     931/931         SCR_UpdateScreen [12]
[59]     0.9    0.01    0.29     931         Con_DrawNotify [59]
                0.29    0.00  101500/738609      Draw_Character [18]
-----------------------------------------------
                0.01    0.28    1293/1293        SCR_UpdateScreen [12]
[60]     0.9    0.01    0.28    1293         Sbar_Draw [60]
                0.01    0.11    2958/2958        Sbar_DrawNum [84]
                0.00    0.06     986/986         Sbar_DrawInventory [109]
                0.05    0.00    5262/25728       Draw_AlphaPic(int, int, qpic_t*, float) [65]
                0.01    0.02     986/986         Sbar_DrawFace [143]
                0.02    0.00     986/986         Draw_TileClear [170]
-----------------------------------------------
                0.00    0.00      33/26156       V_ParseDamage [265]
                0.00    0.00     216/26156       CL_ParseServerMessage [17]
                0.00    0.00     408/26156       R_ParseParticleEffect [130]
                0.00    0.00     414/26156       CL_ParseTEnt [91]
                0.01    0.00     531/26156       CL_ParseBaseline [181]
                0.02    0.00    1626/26156       CL_ParseStartSoundPacket [114]
                0.24    0.00   22928/26156       CL_ParseUpdate [50]
[61]     0.8    0.28    0.00   26156         MSG_ReadCoord [61]
-----------------------------------------------
                0.00    0.00       2/239         R_InitSky [231]
                0.00    0.00       4/239         Draw_Init [210]
                0.00    0.01       8/239         Mod_LoadSpriteFrame(void*, mspriteframe_s**, int) [195]
                0.00    0.04      40/239         Mod_LoadAllSkins(int, daliasskintype_t*) [83]
                0.00    0.08      75/239         Mod_LoadTextures(lump_t*) [93]
                0.00    0.12     110/239         Draw_PicFromWad [80]
[62]     0.8    0.01    0.26     239         GL_LoadTexture [62]
                0.21    0.02     235/235         GL_Upload8 [64]
                0.03    0.00     235/238         quake::vram::allocate(unsigned int) [155]
                0.01    0.00     470/470         round_up(unsigned int) [203]
-----------------------------------------------
                0.00    0.00       2/328         Draw_Init [210]
                0.00    0.00       2/328         W_LoadWadFile [238]
                0.00    0.00       4/328         Host_Init [24]
                0.00    0.01       8/328         Cmd_Exec_f [211]
                0.00    0.07      96/328         Mod_LoadModel(model_s*, qboolean) [38]
                0.00    0.17     216/328         S_LoadSound [47]
[63]     0.8    0.00    0.26     328         COM_LoadFile [63]
                0.01    0.10     164/169         COM_FindFile [85]
                0.00    0.09     156/156         Hunk_TempAlloc [94]
                0.04    0.00     164/5278        Sys_FileRead [25]
                0.00    0.00     324/25728       Draw_AlphaPic(int, int, qpic_t*, float) [65]
                0.00    0.00     164/164         Draw_EndDisc [258]
                0.00    0.00       2/42          Sys_FileClose [183]
                0.00    0.00       7/14327       Hunk_AllocName [54]
-----------------------------------------------
                0.21    0.02     235/235         GL_LoadTexture [62]
[64]     0.7    0.21    0.02     235         GL_Upload8 [64]
                0.02    0.00     235/235         std::vector<unsigned char, std::allocator<unsigned char> >::erase(__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >) [166]
-----------------------------------------------
                0.00    0.00     324/25728       COM_LoadFile [63]
                0.00    0.00     548/25728       SCR_UpdateScreen [12]
                0.01    0.00     724/25728       Con_DrawConsole [22]
                0.02    0.00    1972/25728       Sbar_DrawFace [143]
                0.04    0.00    4540/25728       Sbar_DrawInventory [109]
                0.05    0.00    5262/25728       Sbar_Draw [60]
                0.11    0.00   12358/25728       Sbar_DrawNum [84]
[65]     0.7    0.23    0.00   25728         Draw_AlphaPic(int, int, qpic_t*, float) [65]
-----------------------------------------------
                0.00    0.00       2/57411       CL_ParseServerInfo [21]
                0.00    0.00      22/57411       V_ParseDamage [265]
                0.00    0.00     138/57411       CL_ParseTEnt [91]
                0.00    0.00     272/57411       R_ParseParticleEffect [130]
                0.00    0.00     708/57411       CL_ParseBaseline [181]
                0.01    0.00    1373/57411       CL_ParseStartSoundPacket [114]
                0.03    0.00    7665/57411       CL_ParseClientdata [104]
                0.07    0.00   19472/57411       CL_ParseServerMessage [17]
                0.10    0.00   27759/57411       CL_ParseUpdate [50]
[66]     0.7    0.22    0.00   57411         MSG_ReadByte [66]
-----------------------------------------------
                0.00    0.00      43/7517        Sys_FileOpenRead [56]
                0.00    0.00     156/7517        Hunk_HighAllocName [141]
                0.20    0.00    7318/7517        Hunk_AllocName [54]
[67]     0.6    0.21    0.00    7517         Q_strncpy [67]
-----------------------------------------------
                0.00    0.18    1282/1282        _Host_Frame [5]
[68]     0.6    0.00    0.18    1282         CL_SendCmd [68]
                0.01    0.12     986/986         CL_BaseMove [82]
                0.00    0.03     986/986         CL_SendMove [148]
                0.02    0.00     986/986         IN_Move [171]
                0.01    0.00     987/991         SZ_Clear [182]
-----------------------------------------------
                0.00    0.18     986/986         V_CalcRefdef [58]
[69]     0.6    0.00    0.18     986         CalcGunAngle [69]
                0.18    0.00    1972/3944        anglemod [57]
-----------------------------------------------
                                                 <spontaneous>
[70]     0.6    0.18    0.00                 Host_Frame [70]
-----------------------------------------------
                0.01    0.17    4334/4334        R_DrawAliasModel(entity_s*) [16]
[71]     0.6    0.01    0.17    4334         Mod_Extradata [71]
                0.17    0.00    4334/11862       Cache_Check [48]
-----------------------------------------------
                0.00    0.17       8/8           Mod_LoadBrushModel(model_s*, void*) [46]
[72]     0.5    0.00    0.17       8         Mod_LoadFaces(lump_t*) [72]
                0.00    0.06     303/303         GL_SubdivideSurface [102]
                0.03    0.00    6162/6162        CalcSurfaceExtents(msurface_s*) [139]
                0.03    0.00   24648/130163      ShortNoSwap [73]
                0.02    0.00   12273/13336       Q_strncmp [153]
                0.02    0.00   12324/89384       LongNoSwap [77]
                0.00    0.00       8/14327       Hunk_AllocName [54]
-----------------------------------------------
                0.01    0.00    6472/130163      ResampleSfx [185]
                0.01    0.00    7973/130163      Mod_LoadMarksurfaces(lump_t*) [193]
                0.02    0.00   14064/130163      Mod_LoadClipnodes(lump_t*) [147]
                0.02    0.00   14928/130163      Mod_LoadLeafs(lump_t*) [157]
                0.03    0.00   24648/130163      Mod_LoadFaces(lump_t*) [72]
                0.04    0.00   29728/130163      Mod_LoadEdges(lump_t*) [131]
                0.04    0.00   32350/130163      Mod_LoadNodes(lump_t*) [125]
[73]     0.5    0.16    0.00  130163         ShortNoSwap [73]
-----------------------------------------------
                0.01    0.15     986/986         CL_ReadFromServer [7]
[74]     0.5    0.01    0.15     986         CL_RelinkEntities [74]
                0.09    0.00     986/3944        anglemod [57]
                0.04    0.00     136/136         VectorMA [133]
                0.02    0.00     986/986         CL_LerpPoint [177]
                0.00    0.00     136/3105        AngleVectors [89]
                0.00    0.00     124/124         R_RocketTrail [251]
-----------------------------------------------
                0.00    0.15     296/296         Hunk_AllocName [54]
[75]     0.5    0.00    0.15     296         Cache_Move [75]
                0.11    0.00     592/813         Q_memcpy [76]
                0.04    0.00     296/442         Cache_TryAlloc [107]
-----------------------------------------------
                0.00    0.00       1/813         Con_CheckResize [198]
                0.00    0.00       3/813         Cbuf_InsertText [266]
                0.04    0.00     217/813         Cbuf_Execute [126]
                0.11    0.00     592/813         Cache_Move [75]
[76]     0.5    0.15    0.00     813         Q_memcpy [76]
-----------------------------------------------
                0.00    0.00       1/89384       VID_Init [274]
                0.00    0.00       2/89384       SwapPic [288]
                0.00    0.00      20/89384       Mod_LoadSpriteModel(model_s*, void*) [194]
                0.00    0.00      32/89384       Mod_LoadSpriteFrame(void*, mspriteframe_s**, int) [195]
                0.00    0.00      48/89384       Mod_LoadModel(model_s*, qboolean) [38]
                0.00    0.00     404/89384       Mod_LoadTexinfo(lump_t*) [164]
                0.00    0.00     540/89384       Mod_LoadTextures(lump_t*) [93]
                0.00    0.00     652/89384       W_LoadWadFile [238]
                0.00    0.00     680/89384       COM_LoadPackFile [124]
                0.00    0.00     693/89384       Mod_LoadSubmodels(lump_t*) [239]
                0.00    0.00     963/89384       MSG_ReadFloat [216]
                0.00    0.00     986/89384       MSG_WriteFloat [240]
                0.00    0.00     991/89384       CL_GetMessage [29]
                0.00    0.00    3067/89384       Mod_LoadPlanes(lump_t*) [163]
                0.01    0.00    3235/89384       Mod_LoadNodes(lump_t*) [125]
                0.01    0.00    3732/89384       Mod_LoadLeafs(lump_t*) [157]
                0.01    0.00    7032/89384       Mod_LoadClipnodes(lump_t*) [147]
                0.02    0.00   12324/89384       Mod_LoadFaces(lump_t*) [72]
                0.04    0.00   24212/89384       Mod_LoadAliasModel(model_s*, void*) [42]
                0.05    0.00   29770/89384       Mod_LoadBrushModel(model_s*, void*) [46]
[77]     0.4    0.14    0.00   89384         LongNoSwap [77]
-----------------------------------------------
                0.00    0.00      26/2588        Con_Printf [250]
                0.13    0.00    2562/2588        _Host_Frame [5]
[78]     0.4    0.14    0.00    2588         GL_EndRendering [78]
-----------------------------------------------
                               20512             R_MarkLights [79]
                0.05    0.00     199/489         R_PushDlights [92]
                0.08    0.00     290/489         R_DrawBrushModel [39]
[79]     0.4    0.13    0.00     489+20512   R_MarkLights [79]
                               20512             R_MarkLights [79]
-----------------------------------------------
                0.00    0.00       3/110         SCR_Init [213]
                0.00    0.13     107/110         Sbar_Init [81]
[80]     0.4    0.00    0.13     110         Draw_PicFromWad [80]
                0.00    0.12     110/239         GL_LoadTexture [62]
                0.00    0.00     110/113         W_GetLumpName [236]
-----------------------------------------------
                0.00    0.13       1/1           Host_Init [24]
[81]     0.4    0.00    0.13       1         Sbar_Init [81]
                0.00    0.13     107/110         Draw_PicFromWad [80]
                0.00    0.00       2/136         Cmd_AddCommand [146]
                0.00    0.00      55/58          va [296]
-----------------------------------------------
